	dbj|AP010959	dbj|AP010963	gb|AF074613	gb|CP001163	gb|CP003298
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(88001..88500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(88501..89000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(89001..89500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(89501..90000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(90001..90500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(90501..91000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(91001..91500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(91501..92000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(92001..92500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(92501..93000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(93001..93500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(93501..94000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(94001..94500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(94501..95000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(95001..95500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(95501..96000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(96001..96500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(96501..97000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(97001..97500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(97501..98000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(98001..98500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(98501..99000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(99001..99500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(99501..100000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(100001..100500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(100501..101000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(101001..101500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(101501..102000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(102001..102500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(102501..103000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(103001..103500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(103501..104000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(104001..104500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(104501..105000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(105001..105500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(105501..106000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(106001..106500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(106501..107000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(107001..107500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(107501..108000)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(108001..108500)	0	0	0	0	1
gi|406780272|gb|CP003298.1|_Escherichia_coli_O104_H4_str._2009EL_2050_plasmid_p09EL50__complete_sequence_(108501..109274)	0	0	0	0	1
gi|209156984|gb|CP001163.1|_Escherichia_coli_O157_H7_str._EC4115_plasmid_pO157__complete_sequence_(15473..16105)	0	0	0	1	0
gi|209156984|gb|CP001163.1|_Escherichia_coli_O157_H7_str._EC4115_plasmid_pO157__complete_sequence_(17421..17949)	0	0	0	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(4744..5658)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(5986..6594)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(7243..7742)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(7743..8657)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(12600..13099)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(13100..13599)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(13600..14304)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(15399..15907)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(22400..23051)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(38010..38925)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(46625..47282)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(49913..50412)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(50413..50912)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(50913..51412)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(51413..51912)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(51913..52412)	0	0	1	0	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(52413..53266)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(54581..55080)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(55081..55580)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(55581..56080)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(56081..56580)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(56581..57080)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(57081..57580)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(57581..58080)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(58081..58580)	0	0	1	0	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(58581..59080)	0	0	1	0	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(59081..59580)	0	0	1	0	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(59581..60080)	0	0	1	0	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(60081..60644)	0	0	1	0	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(74247..74746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(74747..75246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(75247..75746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(75747..76246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(76247..76746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(76747..77246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(77247..77746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(77747..78246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(78247..78746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(78747..79246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(79247..79746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(79747..80246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(80247..80746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(80747..81246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(81247..81746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(81747..82246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(82247..82746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(82747..83246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(83247..83746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(83747..84246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(84247..84746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(84747..85246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(85247..85746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(85747..86246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(86247..86746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(86747..87246)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(87247..87746)	0	0	1	1	0
gi|3822114|gb|AF074613.1|_Escherichia_coli_O157_H7_str._EDL933_plasmid_pO157__complete_sequence_(87747..88593)	0	0	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(7217..7716)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(7717..8216)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(8217..8716)	0	1	0	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(8717..9216)	0	1	0	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(9217..10001)	0	1	0	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(10352..11036)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(12506..13005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(13006..13505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(13506..14005)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(14006..14505)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(14506..15005)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(15006..15505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(15506..16005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(16006..16505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(16506..17005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(17006..17505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(17506..18005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(18006..18505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(18506..19005)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(19006..19505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(19506..20005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(20006..20505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(20506..21005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(21006..21505)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(21506..22005)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(22006..22572)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(23885..24384)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(24385..25052)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(26695..27194)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(27195..27694)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(27695..28194)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(28195..28694)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(28695..29194)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(29195..29694)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(29695..30447)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(32494..32993)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(32994..33493)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(33494..33993)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(33994..34493)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(34494..35439)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(35887..36386)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(36387..36886)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(36887..37386)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(37387..37886)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(37887..38386)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(38387..38886)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(38887..39386)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(39387..39886)	0	1	1	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(39887..40838)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(44461..44960)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(44961..45460)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(45461..45960)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(45961..46460)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(46461..46960)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(46961..47460)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(47461..47960)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(47961..48460)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(48461..48960)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(48961..49625)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(54207..54865)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(66043..66542)	0	1	0	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(66543..67042)	0	1	0	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(67043..67542)	0	1	0	1	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(67543..68309)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(74842..75341)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(75342..75841)	0	1	0	0	0
gi|257767827|dbj|AP010963.1|_Escherichia_coli_O111_H__str._11128_plasmid_pO111_3_DNA__complete_sequence_(75842..76671)	0	1	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(1..500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(501..1000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(1001..1500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(1501..2000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(2001..2500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(2501..3000)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(3001..3500)	1	0	0	0	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(3501..4000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(4001..4500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(4501..5000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(5001..5500)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(5501..6000)	1	0	1	1	0
gi|257762441|dbj|AP010959.1|_Escherichia_coli_O103_H2_str._12009_plasmid_pO103_DNA__complete_sequence_(6001..6500)	1	0	1	1	0
